"Marijuana_Arrest Type","Adult/Juvenile","Arrest Year","Arrest Date","Arrest Time","Age","Defendant Race","Defendant Sex","Charge Description"
"Possession","Adult",2012,"1/28/2012","18:08:00","18","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"1/28/2012","18:53:00","24","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"1/28/2012","19:40:00","28","B","F","Ucsa Possession Marijuana"
"Possession","Juvenile",2012,"1/28/2012","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Possession Marijuana"
"Possession","Juvenile",2012,"1/28/2012","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Possession Marijuana"
"Possession","Adult",2012,"1/29/2012","5:00:00","25","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"1/29/2012","5:35:00","20","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"1/29/2012","20:55:00","30","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"1/29/2012","20:55:00","32","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2012,"1/29/2012","21:00:00","34","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"1/29/2012","21:20:00","41","B","M","Ucsa Possession Marijuana"
"Distribution","Adult",2012,"1/30/2012","2:55:00","24","B","M","Ucsa Distributing Marijuana"
"Possession with intent to distribute","Adult",2012,"1/30/2012","18:37:00","22","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"1/30/2012","19:00:00","38","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"1/30/2012","19:40:00","43","B","M","Ucsa Possession Marijuana"
"Possession","Juvenile",2012,"1/30/2012","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Possession Marijuana"
"Possession","Adult",2012,"1/31/2012","10:30:00","27","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"1/31/2012","16:30:00","28","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"1/31/2012","16:30:00","41","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"1/31/2012","16:38:00","22","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"1/31/2012","17:38:00","20","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"1/31/2012","17:45:00","24","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"1/31/2012","18:45:00","29","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"1/31/2012","19:25:00","30","U","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"1/31/2012","20:25:00","44","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"1/31/2012","20:40:00","43","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"1/31/2012","21:15:00","25","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/1/2012","16:05:00","31","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/1/2012","16:05:00","58","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/1/2012","16:15:00","19","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/1/2012","16:15:00","32","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/1/2012","16:15:00","63","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/1/2012","18:30:00","25","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/1/2012","18:36:00","31","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/1/2012","19:00:00","26","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/1/2012","19:18:00","19","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/1/2012","19:40:00","18","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/1/2012","19:40:00","24","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/1/2012","20:01:00","36","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/1/2012","20:10:00","33","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/1/2012","23:49:00","49","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/2/2012","16:05:00","26","B","F","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/2/2012","17:20:00","49","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/2/2012","17:25:00","38","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/2/2012","17:25:00","40","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/2/2012","17:25:00","62","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/2/2012","18:35:00","35","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/2/2012","19:10:00","26","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/2/2012","19:10:00","26","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/2/2012","19:20:00","25","B","F","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/2/2012","19:20:00","28","B","F","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/2/2012","20:50:00","22","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/2/2012","21:20:00","45","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/2/2012","21:28:00","34","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/2/2012","22:15:00","28","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/2/2012","23:00:00","25","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/2/2012","23:40:00","36","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/2/2012","23:50:00","27","B","F","Ucsa Possession Marijuana"
"Possession","Juvenile",2012,"2/2/2012","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/3/2012","1:10:00","18","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/3/2012","1:53:00","29","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/3/2012","16:50:00","19","U","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/3/2012","16:52:00","27","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/3/2012","16:55:00","52","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/3/2012","17:00:00","43","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/3/2012","17:15:00","46","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/3/2012","17:30:00","21","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/3/2012","17:30:00","26","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/3/2012","17:40:00","48","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/3/2012","18:50:00","19","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/3/2012","18:50:00","30","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/3/2012","19:25:00","42","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/3/2012","19:50:00","36","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/3/2012","21:20:00","20","W","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/3/2012","21:55:00","51","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/3/2012","22:00:00","36","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Juvenile",2012,"2/3/2012","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/4/2012","0:20:00","30","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/4/2012","0:40:00","29","U","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/4/2012","13:25:00","31","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/4/2012","13:45:00","32","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/4/2012","15:00:00","28","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/4/2012","15:00:00","39","B","F","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/4/2012","15:57:00","26","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/4/2012","15:57:00","28","B","F","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/4/2012","16:30:00","18","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/4/2012","17:00:00","18","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/4/2012","17:15:00","51","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/4/2012","17:30:00","23","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/4/2012","18:10:00","24","U","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/4/2012","23:45:00","39","B","F","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/5/2012","1:07:00","22","B","M","Ucsa Pwid Marijuana"
"Distribution","Adult",2012,"2/5/2012","14:40:00","31","B","M","Ucsa Distributing Marijuana"
"Possession with intent to distribute","Adult",2012,"2/5/2012","17:05:00","27","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/5/2012","17:30:00","38","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/5/2012","21:00:00","20","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/5/2012","21:00:00","20","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/5/2012","21:00:00","22","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/6/2012","22:25:00","36","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/7/2012","0:20:00","22","U","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/7/2012","10:12:00","21","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/7/2012","12:30:00","19","U","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/7/2012","15:35:00","27","W","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/7/2012","16:16:00","37","W","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/7/2012","17:00:00","47","U","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/7/2012","18:00:00","21","U","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/7/2012","18:00:00","25","U","F","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/7/2012","18:00:00","25","U","F","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/7/2012","19:30:00","19","U","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/7/2012","19:45:00","24","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/7/2012","19:45:00","39","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/7/2012","20:00:00","18","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/7/2012","20:15:00","52","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/7/2012","20:40:00","29","W","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/7/2012","20:40:00","31","W","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/7/2012","22:05:00","20","B","M","Ucsa Possession Marijuana"
"Possession","Juvenile",2012,"2/7/2012","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/8/2012","4:00:00","31","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/8/2012","17:15:00","20","W","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/8/2012","17:15:00","24","W","F","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/8/2012","18:35:00","20","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/8/2012","18:50:00","21","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/8/2012","19:55:00","46","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/8/2012","20:00:00","22","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/8/2012","20:00:00","49","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/8/2012","20:50:00","28","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Juvenile",2012,"2/8/2012","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Juvenile",2012,"2/8/2012","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/9/2012","11:43:00","48","W","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/9/2012","11:51:00","41","U","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/9/2012","16:00:00","31","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/9/2012","17:15:00","28","W","F","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/9/2012","17:19:00","18","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/9/2012","17:19:00","19","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/9/2012","17:30:00","45","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/9/2012","17:35:00","62","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/9/2012","17:40:00","53","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/9/2012","17:45:00","29","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/9/2012","18:52:00","39","B","M","Ucsa Pwid Marijuana"
"Distribution","Adult",2012,"2/9/2012","20:25:00","20","B","M","Ucsa Distributing Marijuana"
"Possession","Adult",2012,"2/9/2012","21:40:00","31","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/9/2012","22:10:00","23","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/9/2012","22:30:00","21","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/9/2012","22:30:00","25","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/9/2012","22:50:00","18","W","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/9/2012","22:50:00","22","W","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/9/2012","23:00:00","32","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/10/2012","14:18:00","60","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/10/2012","16:00:00","27","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/10/2012","16:30:00","34","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/10/2012","17:00:00","21","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/10/2012","17:04:00","19","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/10/2012","17:25:00","18","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/10/2012","17:35:00","21","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/10/2012","18:38:00","28","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/10/2012","19:25:00","26","U","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/10/2012","19:45:00","19","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/10/2012","20:20:00","27","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/10/2012","20:20:00","42","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/10/2012","21:45:00","31","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/10/2012","22:05:00","30","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/10/2012","22:21:00","34","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Juvenile",2012,"2/10/2012","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Pwid Marijuana"
"Possession","Juvenile",2012,"2/10/2012","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/11/2012","0:07:00","36","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/11/2012","12:45:00","34","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/11/2012","17:15:00","18","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/11/2012","18:03:00","26","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/11/2012","19:00:00","37","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/11/2012","20:50:00","37","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/12/2012","7:00:00","22","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/12/2012","10:18:00","21","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/12/2012","16:10:00","28","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/12/2012","17:30:00","22","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/12/2012","17:30:00","26","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/12/2012","17:30:00","44","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/12/2012","17:58:00","49","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/12/2012","18:50:00","29","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/13/2012","11:51:00","22","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/13/2012","17:35:00","28","B","F","Ucsa Possession Marijuana"
"Possession","Juvenile",2012,"2/13/2012","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Possession Marijuana"
"Possession","Adult",2012,"2/14/2012","16:50:00","19","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2012,"2/14/2012","18:50:00","32","B","F","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/14/2012","18:50:00","34","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2012,"2/14/2012","20:00:00","48","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Juvenile",2012,"2/14/2012","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/15/2012","15:50:00","18","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2012,"2/15/2012","16:40:00","22","B","M","Ucsa Pwid Marijuana"
